image_name,cytoplasm_area,polar_body_area,polar_present,polar_ratio,zona_area,zona_ratio,total_area,circularity,label
0013e016-ovo_55_t16.png,44158,0,0,0.0,33839,0.7663164092576656,77997,0.876296704993907,0
0013e016-ovo_55_t16_aug_0.png,44157,0,0,0.0,33831,0.7661525918880359,77988,0.755866974114267,0
0013e016-ovo_55_t16_aug_1.png,44165,0,0,0.0,33827,0.7659232423865051,77992,0.8207057043901509,0
0013e016-ovo_55_t16_aug_2.png,44158,0,0,0.0,33840,0.7663390552108338,77998,0.8126458997339159,0
006083a8-eovo_252_t1.png,97701,0,0,0.0,113191,1.1585449483628625,210892,0.8720493841805195,0
006083a8-eovo_252_t1_aug_0.png,97706,0,0,0.0,113188,1.1584549567068552,210894,0.8224509507310246,0
006083a8-eovo_252_t1_aug_1.png,97699,0,0,0.0,113196,1.1586198425777132,210895,0.7877033632182798,0
006083a8-eovo_252_t1_aug_2.png,97701,0,0,0.0,113191,1.1585449483628625,210892,0.8720493841805195,0
0096d2c0-ovo_04_t231.png,46362,0,0,0.0,33903,0.7312669858936198,80265,0.8677823186576277,0
0096d2c0-ovo_04_t231_aug_0.png,46362,0,0,0.0,33903,0.7312669858936198,80265,0.8677823186576277,0
0096d2c0-ovo_04_t231_aug_1.png,46356,0,0,0.0,33918,0.7316852187419104,80274,0.7691757589963255,0
0096d2c0-ovo_04_t231_aug_2.png,46362,0,0,0.0,33903,0.7312669858936198,80265,0.8677823186576277,0
00d2826d-eovo_33_t1.png,0,0,0,0.0,214484,0.0,214484,0.8543746196985393,0
00d2826d-eovo_33_t1_aug_0.png,0,0,0,0.0,214484,0.0,214484,0.8543746196985393,0
00d2826d-eovo_33_t1_aug_1.png,0,0,0,0.0,214484,0.0,214484,0.8543746196985393,0
00d2826d-eovo_33_t1_aug_2.png,0,0,0,0.0,214488,0.0,214488,0.7689660714199814,0
00e841ce-ovo_47_t231.png,42940,0,0,0.0,43930,1.0230554261760596,86870,0.879139296302131,0
00e841ce-ovo_47_t231_aug_0.png,42940,0,0,0.0,43930,1.0230554261760596,86870,0.879139296302131,0
00e841ce-ovo_47_t231_aug_1.png,42940,0,0,0.0,43930,1.0230554261760596,86870,0.879139296302131,0
00e841ce-ovo_47_t231_aug_2.png,42940,0,0,0.0,43930,1.0230554261760596,86870,0.879139296302131,0
017e0b07-eovo_324_t1.png,94586,0,0,0.0,141065,1.4913940752331212,235651,0.8566988804244565,0
017e0b07-eovo_324_t1_aug_0.png,94586,0,0,0.0,141068,1.4914257924005667,235654,0.773952867371387,0
017e0b07-eovo_324_t1_aug_1.png,94586,0,0,0.0,141065,1.4913940752331212,235651,0.8566988804244565,0
017e0b07-eovo_324_t1_aug_2.png,94586,0,0,0.0,141065,1.4913940752331212,235651,0.8566988804244565,0
0187cfe9-eovo_39_t1.png,0,0,0,0.0,194872,0.0,194872,0.848613905008345,0
0187cfe9-eovo_39_t1_aug_0.png,0,0,0,0.0,194872,0.0,194872,0.848613905008345,0
0187cfe9-eovo_39_t1_aug_1.png,0,0,0,0.0,194873,0.0,194873,0.846615393649421,0
0187cfe9-eovo_39_t1_aug_2.png,0,0,0,0.0,194872,0.0,194872,0.848613905008345,0
0197f9d0-ovo_55_t261.png,45389,0,0,0.0,34100,0.751283350591553,79489,0.8836295565311998,0
0197f9d0-ovo_55_t261_aug_0.png,45383,0,0,0.0,34104,0.751470815062909,79487,0.8077243763060246,0
0197f9d0-ovo_55_t261_aug_1.png,45389,0,0,0.0,34100,0.751283350591553,79489,0.8836295565311998,0
0197f9d0-ovo_55_t261_aug_2.png,45389,0,0,0.0,34100,0.751283350591553,79489,0.8836295565311998,0
01989a13-ovo_50_t291.png,46664,0,0,0.0,64887,1.3905151722955598,111551,0.8772103577706101,0
01989a13-ovo_50_t291_aug_0.png,46664,0,0,0.0,64887,1.3905151722955598,111551,0.8772103577706101,0
01989a13-ovo_50_t291_aug_1.png,46666,0,0,0.0,64885,1.390412720181717,111551,0.8143694008670354,0
01989a13-ovo_50_t291_aug_2.png,46664,0,0,0.0,64887,1.3905151722955598,111551,0.8772103577706101,0
0257f921-ovo_22_t196.png,43791,0,0,0.0,43498,0.9933091274462788,87289,0.8774040280432794,0
0257f921-ovo_22_t196_aug_0.png,43791,0,0,0.0,43498,0.9933091274462788,87289,0.8774040280432794,0
0257f921-ovo_22_t196_aug_1.png,43791,0,0,0.0,43498,0.9933091274462788,87289,0.8774040280432794,0
0257f921-ovo_22_t196_aug_2.png,43790,0,0,0.0,43502,0.9934231559716832,87292,0.7500306909847995,0
0329a8b5-eovo_53_t1.png,85552,3292,1,0.0384795212268561,110226,1.288409388442117,199070,0.867621362252865,1
0329a8b5-eovo_53_t1_aug_0.png,85552,3292,1,0.0384795212268561,110226,1.288409388442117,199070,0.867621362252865,1
0329a8b5-eovo_53_t1_aug_1.png,85552,3292,1,0.0384795212268561,110226,1.288409388442117,199070,0.867621362252865,1
0329a8b5-eovo_53_t1_aug_2.png,85552,3292,1,0.0384795212268561,110226,1.288409388442117,199070,0.867621362252865,1
0404c227-eovo_414_t1.png,84840,0,0,0.0,105295,1.241100895803866,190135,0.8740124793479458,0
0404c227-eovo_414_t1_aug_0.png,84837,0,0,0.0,105306,1.241274443933661,190143,0.764893621162452,0
0404c227-eovo_414_t1_aug_1.png,84850,0,0,0.0,105289,1.2408839127872715,190139,0.7588424086167505,0
0404c227-eovo_414_t1_aug_2.png,84840,0,0,0.0,105295,1.241100895803866,190135,0.8740124793479458,0
040dfa1f-eovo_265_t1.png,113830,0,0,0.0,112096,0.9847667574453132,225926,0.8675221601647068,0
040dfa1f-eovo_265_t1_aug_0.png,113830,0,0,0.0,112096,0.9847667574453132,225926,0.8675221601647068,0
040dfa1f-eovo_265_t1_aug_1.png,113830,0,0,0.0,112096,0.9847667574453132,225926,0.8675221601647068,0
040dfa1f-eovo_265_t1_aug_2.png,113826,0,0,0.0,112102,0.9848540755187742,225928,0.833083827731855,0
047163ba-ovo_29_t81.png,41451,0,0,0.0,30875,0.7448553714023787,72326,0.8905516453599007,0
047163ba-ovo_29_t81_aug_0.png,41451,0,0,0.0,30875,0.7448553714023787,72326,0.8874336323802972,0
047163ba-ovo_29_t81_aug_1.png,41450,0,0,0.0,30880,0.7449939686369119,72330,0.8479138392721648,0
